,date,state,fips,cases,deaths,Case_Difference,Daily_PCT_Increase
1364,2020-03-27,Nevada,32,621,10,86.0,0.1607476635514018
1310,2020-03-26,Nevada,32,535,10,130.0,0.32098765432098775
1256,2020-03-25,Nevada,32,405,10,90.0,0.2857142857142858
1202,2020-03-24,Nevada,32,315,6,50.0,0.18867924528301883
1148,2020-03-23,Nevada,32,265,4,75.0,0.39473684210526305
1094,2020-03-22,Nevada,32,190,2,25.0,0.1515151515151516
1040,2020-03-21,Nevada,32,165,2,0.0,0.0
986,2020-03-20,Nevada,32,165,2,66.0,0.6666666666666667
932,2020-03-19,Nevada,32,99,1,17.0,0.20731707317073167
878,2020-03-18,Nevada,32,82,1,27.0,0.49090909090909096
824,2020-03-17,Nevada,32,55,1,10.0,0.22222222222222232
771,2020-03-16,Nevada,32,45,1,19.0,0.7307692307692308
718,2020-03-15,Nevada,32,26,0,5.0,0.23809523809523814
665,2020-03-14,Nevada,32,21,0,2.0,0.10526315789473695
614,2020-03-13,Nevada,32,19,0,8.0,0.7272727272727273
564,2020-03-12,Nevada,32,11,0,4.0,0.5714285714285714
517,2020-03-11,Nevada,32,7,0,3.0,0.75
475,2020-03-10,Nevada,32,4,0,0.0,0.0
437,2020-03-09,Nevada,32,4,0,0.0,0.0
401,2020-03-08,Nevada,32,4,0,2.0,1.0
366,2020-03-07,Nevada,32,2,0,0.0,0.0
335,2020-03-06,Nevada,32,2,0,0.0,0.0
2750,2020-04-21,Nebraska,31,1727,38,79.0,0.0479368932038835
2694,2020-04-20,Nebraska,31,1648,33,174.0,0.11804613297150612
2638,2020-04-19,Nebraska,31,1474,28,126.0,0.09347181008902083
2582,2020-04-18,Nebraska,31,1348,28,132.0,0.10855263157894735
2526,2020-04-17,Nebraska,31,1216,24,122.0,0.11151736745886653
2470,2020-04-16,Nebraska,31,1094,24,99.0,0.0994974874371859
2414,2020-04-15,Nebraska,31,995,22,64.0,0.06874328678839947
2358,2020-04-14,Nebraska,31,931,21,60.0,0.06888633754305395
2302,2020-04-13,Nebraska,31,871,19,65.0,0.08064516129032251
2246,2020-04-12,Nebraska,31,806,18,87.0,0.12100139082058425
2190,2020-04-11,Nebraska,31,719,18,40.0,0.05891016200294552
2134,2020-04-10,Nebraska,31,679,18,85.0,0.14309764309764317
2078,2020-04-09,Nebraska,31,594,15,56.0,0.10408921933085491
2022,2020-04-08,Nebraska,31,538,14,48.0,0.09795918367346945
1967,2020-04-07,Nebraska,31,490,12,52.0,0.11872146118721472
1912,2020-04-06,Nebraska,31,438,10,61.0,0.1618037135278514
1857,2020-04-05,Nebraska,31,377,8,38.0,0.11209439528023601
1802,2020-04-04,Nebraska,31,339,8,43.0,0.14527027027027017
1747,2020-04-03,Nebraska,31,296,6,23.0,0.08424908424908417
1692,2020-04-02,Nebraska,31,273,6,24.0,0.09638554216867479
1637,2020-04-01,Nebraska,31,249,5,56.0,0.2901554404145077
1582,2020-03-31,Nebraska,31,193,4,8.0,0.043243243243243246
1527,2020-03-30,Nebraska,31,185,3,48.0,0.35036496350364965
1472,2020-03-29,Nebraska,31,137,2,15.0,0.12295081967213117
1417,2020-03-28,Nebraska,31,122,2,22.0,0.21999999999999997
1363,2020-03-27,Nebraska,31,100,2,8.0,0.08695652173913038
1309,2020-03-26,Nebraska,31,92,0,8.0,0.09523809523809534
1255,2020-03-25,Nebraska,31,84,0,7.0,0.09090909090909083
1201,2020-03-24,Nebraska,31,77,0,4.0,0.0547945205479452
1147,2020-03-23,Nebraska,31,73,0,11.0,0.17741935483870974
1093,2020-03-22,Nebraska,31,62,0,1.0,0.016393442622950838
1039,2020-03-21,Nebraska,31,61,0,8.0,0.15094339622641506
985,2020-03-20,Nebraska,31,53,0,6.0,0.12765957446808507
931,2020-03-19,Nebraska,31,47,0,4.0,0.09302325581395343
877,2020-03-18,Nebraska,31,43,0,7.0,0.19444444444444442
823,2020-03-17,Nebraska,31,36,0,3.0,0.09090909090909083
770,2020-03-16,Nebraska,31,33,0,2.0,0.06451612903225801
717,2020-03-15,Nebraska,31,31,0,2.0,0.06896551724137923
664,2020-03-14,Nebraska,31,29,0,2.0,0.07407407407407418
613,2020-03-13,Nebraska,31,27,0,3.0,0.125
563,2020-03-12,Nebraska,31,24,0,1.0,0.04347826086956519
516,2020-03-11,Nebraska,31,23,0,6.0,0.3529411764705883
474,2020-03-10,Nebraska,31,17,0,1.0,0.0625
436,2020-03-09,Nebraska,31,16,0,0.0,0.0
400,2020-03-08,Nebraska,31,16,0,2.0,0.1428571428571428
365,2020-03-07,Nebraska,31,14,0,0.0,0.0
334,2020-03-06,Nebraska,31,14,0,1.0,0.07692307692307687
309,2020-03-05,Nebraska,31,13,0,0.0,0.0
290,2020-03-04,Nebraska,31,13,0,0.0,0.0
274,2020-03-03,Nebraska,31,13,0,0.0,0.0
259,2020-03-02,Nebraska,31,13,0,0.0,0.0
245,2020-03-01,Nebraska,31,13,0,0.0,0.0
234,2020-02-29,Nebraska,31,13,0,0.0,0.0
224,2020-02-28,Nebraska,31,13,0,0.0,0.0
215,2020-02-27,Nebraska,31,13,0,0.0,0.0
206,2020-02-26,Nebraska,31,13,0,0.0,0.0
197,2020-02-25,Nebraska,31,13,0,1.0,0.08333333333333326
189,2020-02-24,Nebraska,31,12,0,1.0,0.09090909090909083
181,2020-02-23,Nebraska,31,11,0,0.0,0.0
173,2020-02-22,Nebraska,31,11,0,0.0,0.0
165,2020-02-21,Nebraska,31,11,0,0.0,0.0
157,2020-02-20,Nebraska,31,11,0,1.0,0.10000000000000009
149,2020-02-19,Nebraska,31,10,0,0.0,0.0
141,2020-02-18,Nebraska,31,10,0,0.0,0.0
2749,2020-04-21,Montana,30,437,12,4.0,0.009237875288683695
2693,2020-04-20,Montana,30,433,12,0.0,0.0
2637,2020-04-19,Montana,30,433,10,7.0,0.016431924882629012
2581,2020-04-18,Montana,30,426,10,4.0,0.009478672985782088
2525,2020-04-17,Montana,30,422,8,7.0,0.01686746987951815
2469,2020-04-16,Montana,30,415,7,11.0,0.027227722772277252
2413,2020-04-15,Montana,30,404,7,5.0,0.012531328320801949
2357,2020-04-14,Montana,30,399,7,5.0,0.012690355329949332
2301,2020-04-13,Montana,30,394,7,7.0,0.01808785529715773
2245,2020-04-12,Montana,30,387,6,10.0,0.02652519893899208
2189,2020-04-11,Montana,30,377,6,12.0,0.03287671232876721
2133,2020-04-10,Montana,30,365,6,11.0,0.031073446327683607
2077,2020-04-09,Montana,30,354,6,22.0,0.06626506024096379
2021,2020-04-08,Montana,30,332,6,13.0,0.040752351097178785
1966,2020-04-07,Montana,30,319,6,0.0,0.0
1911,2020-04-06,Montana,30,319,6,21.0,0.07046979865771807
1856,2020-04-05,Montana,30,298,6,17.0,0.06049822064056931
1801,2020-04-04,Montana,30,281,6,19.0,0.0725190839694656
1746,2020-04-03,Montana,30,262,5,21.0,0.08713692946058083
1691,2020-04-02,Montana,30,241,5,24.0,0.11059907834101379
1636,2020-04-01,Montana,30,217,5,19.0,0.09595959595959602
1581,2020-03-31,Montana,30,198,5,21.0,0.11864406779661008
1526,2020-03-30,Montana,30,177,4,16.0,0.0993788819875776
1471,2020-03-29,Montana,30,161,1,14.0,0.09523809523809534
1416,2020-03-28,Montana,30,147,1,26.0,0.2148760330578512
1362,2020-03-27,Montana,30,121,1,31.0,0.34444444444444455
1308,2020-03-26,Montana,30,90,0,25.0,0.3846153846153846
1254,2020-03-25,Montana,30,65,0,14.0,0.27450980392156854
1200,2020-03-24,Montana,30,51,0,6.0,0.1333333333333333
1146,2020-03-23,Montana,30,45,0,11.0,0.32352941176470584
1092,2020-03-22,Montana,30,34,0,5.0,0.17241379310344818
1038,2020-03-21,Montana,30,29,0,10.0,0.5263157894736843
984,2020-03-20,Montana,30,19,0,0.0,0.0
930,2020-03-19,Montana,30,19,0,7.0,0.5833333333333333
876,2020-03-18,Montana,30,12,0,4.0,0.5
822,2020-03-17,Montana,30,8,0,0.0,0.0
769,2020-03-16,Montana,30,8,0,2.0,0.33333333333333326
716,2020-03-15,Montana,30,6,0,0.0,0.0
663,2020-03-14,Montana,30,6,0,2.0,0.5
2748,2020-04-21,Missouri,29,5941,221,134.0,0.023075598415705167
2692,2020-04-20,Missouri,29,5807,201,140.0,0.024704429151226392
2636,2020-04-19,Missouri,29,5667,196,150.0,0.02718868950516584
2580,2020-04-18,Missouri,29,5517,194,234.0,0.04429301533219765
2524,2020-04-17,Missouri,29,5283,184,172.0,0.03365290549794553
2468,2020-04-16,Missouri,29,5111,170,216.0,0.04412665985699693
2412,2020-04-15,Missouri,29,4895,164,209.0,0.04460093896713624
2356,2020-04-14,Missouri,29,4686,151,298.0,0.06791248860528709
2300,2020-04-13,Missouri,29,4388,136,228.0,0.054807692307692335
2244,2020-04-12,Missouri,29,4160,116,136.0,0.03379721669980129
2188,2020-04-11,Missouri,29,4024,116,225.0,0.05922611213477236
2132,2020-04-10,Missouri,29,3799,105,260.0,0.07346708109635491
2076,2020-04-09,Missouri,29,3539,94,212.0,0.06372107003306282
2020,2020-04-08,Missouri,29,3327,86,290.0,0.09548896937767526
1965,2020-04-07,Missouri,29,3037,79,315.0,0.11572373254959589
1910,2020-04-06,Missouri,29,2722,56,355.0,0.1499788762146177
1855,2020-04-05,Missouri,29,2367,52,76.0,0.0331732867743344
1800,2020-04-04,Missouri,29,2291,44,178.0,0.08424041646947478
1745,2020-04-03,Missouri,29,2113,31,279.0,0.15212649945474377
1690,2020-04-02,Missouri,29,1834,24,253.0,0.16002530044275765
1635,2020-04-01,Missouri,29,1581,18,230.0,0.17024426350851218
1580,2020-03-31,Missouri,29,1351,15,301.0,0.2866666666666666
1525,2020-03-30,Missouri,29,1050,13,147.0,0.16279069767441867
1470,2020-03-29,Missouri,29,903,12,65.0,0.07756563245823389
1415,2020-03-28,Missouri,29,838,10,167.0,0.2488822652757079
1361,2020-03-27,Missouri,29,671,9,164.0,0.3234714003944774
1307,2020-03-26,Missouri,29,507,8,130.0,0.3448275862068966
1253,2020-03-25,Missouri,29,377,8,122.0,0.4784313725490197
1199,2020-03-24,Missouri,29,255,5,72.0,0.39344262295081966
1145,2020-03-23,Missouri,29,183,4,53.0,0.4076923076923078
1091,2020-03-22,Missouri,29,130,3,37.0,0.3978494623655915
1037,2020-03-21,Missouri,29,93,3,20.0,0.273972602739726
983,2020-03-20,Missouri,29,73,3,38.0,1.0857142857142859
929,2020-03-19,Missouri,29,35,1,14.0,0.6666666666666667
875,2020-03-18,Missouri,29,21,1,5.0,0.3125
821,2020-03-17,Missouri,29,16,0,7.0,0.7777777777777777
768,2020-03-16,Missouri,29,9,0,4.0,0.8
715,2020-03-15,Missouri,29,5,0,0.0,0.0
662,2020-03-14,Missouri,29,5,0,1.0,0.25
611,2020-03-13,Missouri,29,4,0,2.0,1.0
562,2020-03-12,Missouri,29,2,0,1.0,1.0
515,2020-03-11,Missouri,29,1,0,0.0,0.0
473,2020-03-10,Missouri,29,1,0,0.0,0.0
435,2020-03-09,Missouri,29,1,0,0.0,0.0
399,2020-03-08,Missouri,29,1,0,0.0,0.0
2747,2020-04-21,Mississippi,28,4716,183,204.0,0.04521276595744683
2691,2020-04-20,Mississippi,28,4512,169,238.0,0.055685540477304674
2635,2020-04-19,Mississippi,28,4274,159,300.0,0.07549068948163051
2579,2020-04-18,Mississippi,28,3974,152,181.0,0.04771948325863429
2523,2020-04-17,Mississippi,28,3793,140,169.0,0.04663355408388514
2467,2020-04-16,Mississippi,28,3624,129,264.0,0.07857142857142851
2411,2020-04-15,Mississippi,28,3360,122,273.0,0.08843537414965996
2355,2020-04-14,Mississippi,28,3087,111,145.0,0.04928619986403815
2299,2020-04-13,Mississippi,28,2942,98,161.0,0.05789284430061126
2243,2020-04-12,Mississippi,28,2781,96,139.0,0.05261165783497357
2187,2020-04-11,Mississippi,28,2642,93,173.0,0.07006885378695826
2131,2020-04-10,Mississippi,28,2469,82,209.0,0.09247787610619462
2075,2020-04-09,Mississippi,28,2260,76,257.0,0.1283075386919621
2019,2020-04-08,Mississippi,28,2003,67,88.0,0.04595300261096602
1964,2020-04-07,Mississippi,28,1915,59,177.0,0.1018411967779056
1909,2020-04-06,Mississippi,28,1738,51,100.0,0.061050061050061055
1854,2020-04-05,Mississippi,28,1638,43,183.0,0.12577319587628866
1799,2020-04-04,Mississippi,28,1455,35,97.0,0.0714285714285714
1744,2020-04-03,Mississippi,28,1358,29,181.0,0.15378079864061167
1689,2020-04-02,Mississippi,28,1177,26,104.0,0.09692451071761421
1634,2020-04-01,Mississippi,28,1073,22,136.0,0.14514407684098196
1579,2020-03-31,Mississippi,28,937,20,89.0,0.10495283018867929
1524,2020-03-30,Mississippi,28,848,16,89.0,0.11725955204216065
1469,2020-03-29,Mississippi,28,759,14,90.0,0.13452914798206272
1414,2020-03-28,Mississippi,28,669,13,90.0,0.15544041450777213
1360,2020-03-27,Mississippi,28,579,8,92.0,0.1889117043121149
1306,2020-03-26,Mississippi,28,487,6,110.0,0.2917771883289124
1252,2020-03-25,Mississippi,28,377,5,57.0,0.1781250000000001
1198,2020-03-24,Mississippi,28,320,1,71.0,0.285140562248996
1144,2020-03-23,Mississippi,28,249,1,42.0,0.2028985507246377
1090,2020-03-22,Mississippi,28,207,1,67.0,0.47857142857142865
1036,2020-03-21,Mississippi,28,140,1,60.0,0.75
982,2020-03-20,Mississippi,28,80,1,30.0,0.6000000000000001
928,2020-03-19,Mississippi,28,50,1,16.0,0.47058823529411775
874,2020-03-18,Mississippi,28,34,0,13.0,0.6190476190476191
820,2020-03-17,Mississippi,28,21,0,9.0,0.75
767,2020-03-16,Mississippi,28,12,0,2.0,0.19999999999999996
714,2020-03-15,Mississippi,28,10,0,4.0,0.6666666666666667
661,2020-03-14,Mississippi,28,6,0,0.0,0.0
610,2020-03-13,Mississippi,28,6,0,5.0,5.0
561,2020-03-12,Mississippi,28,1,0,0.0,0.0
2746,2020-04-21,Minnesota,27,2567,160,97.0,0.039271255060728816
2690,2020-04-20,Minnesota,27,2470,143,114.0,0.048387096774193505
2634,2020-04-19,Minnesota,27,2356,134,143.0,0.06461816538635334
2578,2020-04-18,Minnesota,27,2213,121,142.0,0.06856591018831493
2522,2020-04-17,Minnesota,27,2071,111,159.0,0.08315899581589958
2466,2020-04-16,Minnesota,27,1912,94,103.0,0.05693753454947492
2410,2020-04-15,Minnesota,27,1809,87,114.0,0.06725663716814156
2354,2020-04-14,Minnesota,27,1695,79,45.0,0.027272727272727337
2298,2020-04-13,Minnesota,27,1650,70,29.0,0.017890191239975373
2242,2020-04-12,Minnesota,27,1621,70,194.0,0.13594954449894892
2186,2020-04-11,Minnesota,27,1427,64,92.0,0.0689138576779027
2130,2020-04-10,Minnesota,27,1335,57,93.0,0.07487922705314021
2074,2020-04-09,Minnesota,27,1242,50,88.0,0.0762564991334489
2018,2020-04-08,Minnesota,27,1154,39,85.0,0.07951356407857801
1963,2020-04-07,Minnesota,27,1069,34,83.0,0.08417849898580121
1908,2020-04-06,Minnesota,27,986,30,51.0,0.05454545454545445
1853,2020-04-05,Minnesota,27,935,29,70.0,0.08092485549132955
1798,2020-04-04,Minnesota,27,865,24,76.0,0.09632446134347283
1743,2020-04-03,Minnesota,27,789,22,47.0,0.06334231805929913
1688,2020-04-02,Minnesota,27,742,18,53.0,0.07692307692307687
1633,2020-04-01,Minnesota,27,689,17,60.0,0.09538950715421302
1578,2020-03-31,Minnesota,27,629,12,53.0,0.09201388888888884
1523,2020-03-30,Minnesota,27,576,10,72.0,0.1428571428571428
1468,2020-03-29,Minnesota,27,504,9,63.0,0.1428571428571428
1413,2020-03-28,Minnesota,27,441,5,43.0,0.1080402010050252
1359,2020-03-27,Minnesota,27,398,4,52.0,0.1502890173410405
1305,2020-03-26,Minnesota,27,346,2,59.0,0.20557491289198615
1251,2020-03-25,Minnesota,27,287,1,25.0,0.09541984732824438
1197,2020-03-24,Minnesota,27,262,1,27.0,0.11489361702127665
1143,2020-03-23,Minnesota,27,235,1,64.0,0.3742690058479532
1089,2020-03-22,Minnesota,27,171,1,33.0,0.23913043478260865
1035,2020-03-21,Minnesota,27,138,1,23.0,0.19999999999999996
981,2020-03-20,Minnesota,27,115,0,26.0,0.2921348314606742
927,2020-03-19,Minnesota,27,89,0,12.0,0.1558441558441559
873,2020-03-18,Minnesota,27,77,0,17.0,0.28333333333333344
819,2020-03-17,Minnesota,27,60,0,6.0,0.11111111111111116
766,2020-03-16,Minnesota,27,54,0,19.0,0.5428571428571429
713,2020-03-15,Minnesota,27,35,0,14.0,0.6666666666666667
660,2020-03-14,Minnesota,27,21,0,7.0,0.5
609,2020-03-13,Minnesota,27,14,0,5.0,0.5555555555555556
560,2020-03-12,Minnesota,27,9,0,4.0,0.8
513,2020-03-11,Minnesota,27,5,0,2.0,0.6666666666666667
472,2020-03-10,Minnesota,27,3,0,1.0,0.5
434,2020-03-09,Minnesota,27,2,0,0.0,0.0
398,2020-03-08,Minnesota,27,2,0,1.0,1.0
363,2020-03-07,Minnesota,27,1,0,0.0,0.0
2745,2020-04-21,Michigan,26,32935,2698,1008.0,0.03157202367901779
2689,2020-04-20,Michigan,26,31927,2466,579.0,0.018470077835906595
2633,2020-04-19,Michigan,26,31348,2389,631.0,0.02054237067421938
2577,2020-04-18,Michigan,26,30717,2307,765.0,0.02554086538461542
2521,2020-04-17,Michigan,26,29952,2226,833.0,0.028606751605480873
2465,2020-04-16,Michigan,26,29119,2091,1226.0,0.04395368013480083
2409,2020-04-15,Michigan,26,27893,1919,1049.0,0.03907763373565798
2353,2020-04-14,Michigan,26,26844,1766,1357.0,0.05324282967787508
2297,2020-04-13,Michigan,26,25487,1601,993.0,0.04054054054054057
2241,2020-04-12,Michigan,26,24494,1486,641.0,0.02687293002976565
2185,2020-04-11,Michigan,26,23853,1391,1207.0,0.05329859577850393
2129,2020-04-10,Michigan,26,22646,1280,1271.0,0.05946198830409366
2073,2020-04-09,Michigan,26,21375,1076,1155.0,0.05712166172106814
2017,2020-04-08,Michigan,26,20220,959,1368.0,0.07256524506683637
1962,2020-04-07,Michigan,26,18852,845,1722.0,0.10052539404553418
1907,2020-04-06,Michigan,26,17130,727,1495.0,0.09561880396546218
1852,2020-04-05,Michigan,26,15635,616,1410.0,0.09912126537785593
1797,2020-04-04,Michigan,26,14225,540,1555.0,0.12273086029992109
1742,2020-04-03,Michigan,26,12670,478,1879.0,0.17412658697062366
1687,2020-04-02,Michigan,26,10791,417,1498.0,0.16119659959109
1632,2020-04-01,Michigan,26,9293,336,1663.0,0.2179554390563565
1577,2020-03-31,Michigan,26,7630,264,1122.0,0.17240319606637988
1522,2020-03-30,Michigan,26,6508,197,1022.0,0.18629238060517683
1467,2020-03-29,Michigan,26,5486,132,851.0,0.18360302049622446
1412,2020-03-28,Michigan,26,4635,111,978.0,0.2674323215750616
1358,2020-03-27,Michigan,26,3657,93,779.0,0.27067407922168174
1304,2020-03-26,Michigan,26,2878,63,584.0,0.2545771578029643
1250,2020-03-25,Michigan,26,2294,43,503.0,0.28084868788386386
1196,2020-03-24,Michigan,26,1791,24,467.0,0.35271903323262843
1142,2020-03-23,Michigan,26,1324,16,291.0,0.2817037754114231
1088,2020-03-22,Michigan,26,1033,9,246.0,0.31257941550190593
1034,2020-03-21,Michigan,26,787,6,239.0,0.4361313868613139
980,2020-03-20,Michigan,26,548,4,214.0,0.6407185628742516
926,2020-03-19,Michigan,26,334,3,254.0,3.175
872,2020-03-18,Michigan,26,80,1,15.0,0.23076923076923084
818,2020-03-17,Michigan,26,65,0,11.0,0.20370370370370372
765,2020-03-16,Michigan,26,54,0,1.0,0.018867924528301883
712,2020-03-15,Michigan,26,53,0,20.0,0.606060606060606
659,2020-03-14,Michigan,26,33,0,8.0,0.32000000000000006
608,2020-03-13,Michigan,26,25,0,13.0,1.0833333333333335
559,2020-03-12,Michigan,26,12,0,10.0,5.0
512,2020-03-11,Michigan,26,2,0,0.0,0.0
2744,2020-04-21,Massachusetts,25,41199,1961,1556.0,0.0392503090078955
2688,2020-04-20,Massachusetts,25,39643,1809,1566.0,0.041127189642041095
2632,2020-04-19,Massachusetts,25,38077,1706,1705.0,0.04687671835477847
2576,2020-04-18,Massachusetts,25,36372,1560,1970.0,0.0572641125515958
2520,2020-04-17,Massachusetts,25,34402,1404,2221.0,0.06901587893477523
2464,2020-04-16,Massachusetts,25,32181,1245,2263.0,0.07564008289324153
2408,2020-04-15,Massachusetts,25,29918,1108,1755.0,0.06231580442424467
2352,2020-04-14,Massachusetts,25,28163,957,1296.0,0.048237614917929106
2296,2020-04-13,Massachusetts,25,26867,844,1392.0,0.05464180569185473
2240,2020-04-12,Massachusetts,25,25475,756,2615.0,0.1143919510061242
2184,2020-04-11,Massachusetts,25,22860,686,1886.0,0.08992085439115094
2128,2020-04-10,Massachusetts,25,20974,599,2033.0,0.10733329813631798
2072,2020-04-09,Massachusetts,25,18941,503,2151.0,0.1281119714115544
2016,2020-04-08,Massachusetts,25,16790,433,1588.0,0.10445993948164722
1961,2020-04-07,Massachusetts,25,15202,356,1365.0,0.09864855098648562
1906,2020-04-06,Massachusetts,25,13837,260,1337.0,0.10695999999999994
1851,2020-04-05,Massachusetts,25,12500,231,764.0,0.0650988411724609
1796,2020-04-04,Massachusetts,25,11736,216,1334.0,0.12824456835223996
1741,2020-04-03,Massachusetts,25,10402,192,1436.0,0.1601606067365604
1686,2020-04-02,Massachusetts,25,8966,154,1228.0,0.15869733781338846
1631,2020-04-01,Massachusetts,25,7738,122,1118.0,0.1688821752265861
1576,2020-03-31,Massachusetts,25,6620,89,868.0,0.15090403337969405
1521,2020-03-30,Massachusetts,25,5752,56,797.0,0.16084762865792124
1466,2020-03-29,Massachusetts,25,4955,48,698.0,0.16396523373267557
1411,2020-03-28,Massachusetts,25,4257,44,1017.0,0.3138888888888889
1357,2020-03-27,Massachusetts,25,3240,35,823.0,0.3405047579644187
1303,2020-03-26,Massachusetts,25,2417,25,579.0,0.3150163220892275
1249,2020-03-25,Massachusetts,25,1838,15,679.0,0.5858498705780846
1195,2020-03-24,Massachusetts,25,1159,11,382.0,0.4916344916344917
1141,2020-03-23,Massachusetts,25,777,9,131.0,0.20278637770897823
1087,2020-03-22,Massachusetts,25,646,5,121.0,0.2304761904761905
1033,2020-03-21,Massachusetts,25,525,2,112.0,0.27118644067796605
979,2020-03-20,Massachusetts,25,413,1,85.0,0.25914634146341453
925,2020-03-19,Massachusetts,25,328,0,72.0,0.28125
871,2020-03-18,Massachusetts,25,256,0,38.0,0.17431192660550465
817,2020-03-17,Massachusetts,25,218,0,21.0,0.10659898477157359
764,2020-03-16,Massachusetts,25,197,0,33.0,0.2012195121951219
711,2020-03-15,Massachusetts,25,164,0,26.0,0.18840579710144922
658,2020-03-14,Massachusetts,25,138,0,15.0,0.12195121951219523
607,2020-03-13,Massachusetts,25,123,0,15.0,0.13888888888888884
558,2020-03-12,Massachusetts,25,108,0,13.0,0.13684210526315788
511,2020-03-11,Massachusetts,25,95,0,3.0,0.032608695652173836
470,2020-03-10,Massachusetts,25,92,0,51.0,1.2439024390243905
433,2020-03-09,Massachusetts,25,41,0,13.0,0.4642857142857142
397,2020-03-08,Massachusetts,25,28,0,15.0,1.1538461538461537
362,2020-03-07,Massachusetts,25,13,0,5.0,0.625
332,2020-03-06,Massachusetts,25,8,0,5.0,1.6666666666666665
308,2020-03-05,Massachusetts,25,3,0,1.0,0.5
289,2020-03-04,Massachusetts,25,2,0,0.0,0.0
273,2020-03-03,Massachusetts,25,2,0,0.0,0.0
258,2020-03-02,Massachusetts,25,2,0,1.0,1.0
244,2020-03-01,Massachusetts,25,1,0,0.0,0.0
233,2020-02-29,Massachusetts,25,1,0,0.0,0.0
223,2020-02-28,Massachusetts,25,1,0,0.0,0.0
214,2020-02-27,Massachusetts,25,1,0,0.0,0.0
205,2020-02-26,Massachusetts,25,1,0,0.0,0.0
196,2020-02-25,Massachusetts,25,1,0,0.0,0.0
188,2020-02-24,Massachusetts,25,1,0,0.0,0.0
180,2020-02-23,Massachusetts,25,1,0,0.0,0.0
172,2020-02-22,Massachusetts,25,1,0,0.0,0.0
164,2020-02-21,Massachusetts,25,1,0,0.0,0.0
156,2020-02-20,Massachusetts,25,1,0,0.0,0.0
148,2020-02-19,Massachusetts,25,1,0,0.0,0.0
140,2020-02-18,Massachusetts,25,1,0,0.0,0.0
132,2020-02-17,Massachusetts,25,1,0,0.0,0.0
125,2020-02-16,Massachusetts,25,1,0,0.0,0.0
118,2020-02-15,Massachusetts,25,1,0,0.0,0.0
111,2020-02-14,Massachusetts,25,1,0,0.0,0.0
104,2020-02-13,Massachusetts,25,1,0,0.0,0.0
97,2020-02-12,Massachusetts,25,1,0,0.0,0.0
91,2020-02-11,Massachusetts,25,1,0,0.0,0.0
85,2020-02-10,Massachusetts,25,1,0,0.0,0.0
79,2020-02-09,Massachusetts,25,1,0,0.0,0.0
73,2020-02-08,Massachusetts,25,1,0,0.0,0.0
67,2020-02-07,Massachusetts,25,1,0,0.0,0.0
61,2020-02-06,Massachusetts,25,1,0,0.0,0.0
55,2020-02-05,Massachusetts,25,1,0,0.0,0.0
50,2020-02-04,Massachusetts,25,1,0,0.0,0.0
45,2020-02-03,Massachusetts,25,1,0,0.0,0.0
40,2020-02-02,Massachusetts,25,1,0,0.0,0.0
2743,2020-04-21,Maryland,24,14193,584,509.0,0.03719672610347846
2687,2020-04-20,Maryland,24,13684,516,854.0,0.06656274356975844
2631,2020-04-19,Maryland,24,12830,486,522.0,0.04241143971400718
2575,2020-04-18,Maryland,24,12308,463,736.0,0.0636017974421017
2519,2020-04-17,Maryland,24,11572,425,788.0,0.07307121661721072
2463,2020-04-16,Maryland,24,10784,392,752.0,0.07496012759170645
2407,2020-04-15,Maryland,24,10032,349,560.0,0.05912162162162171
2351,2020-04-14,Maryland,24,9472,302,536.0,0.05998209489704576
2295,2020-04-13,Maryland,24,8936,262,711.0,0.08644376899696038
2239,2020-04-12,Maryland,24,8225,236,531.0,0.06901481674031706
2183,2020-04-11,Maryland,24,7694,207,726.0,0.10419058553386917
2127,2020-04-10,Maryland,24,6968,172,783.0,0.12659660468876321
2071,2020-04-09,Maryland,24,6185,139,656.0,0.11864713329716037
2015,2020-04-08,Maryland,24,5529,124,1158.0,0.2649279341111874
1960,2020-04-07,Maryland,24,4371,104,326.0,0.08059332509270711
1905,2020-04-06,Maryland,24,4045,92,436.0,0.12080908839013582
1850,2020-04-05,Maryland,24,3609,68,484.0,0.1548799999999999
1795,2020-04-04,Maryland,24,3125,54,367.0,0.13306744017403926
1740,2020-04-03,Maryland,24,2758,42,427.0,0.18318318318318316
1685,2020-04-02,Maryland,24,2331,36,346.0,0.1743073047858943
1630,2020-04-01,Maryland,24,1985,33,323.0,0.19434416365824303
1575,2020-03-31,Maryland,24,1662,18,248.0,0.17538896746817545
1520,2020-03-30,Maryland,24,1414,15,170.0,0.13665594855305474
1465,2020-03-29,Maryland,24,1244,11,178.0,0.16697936210131337
1410,2020-03-28,Maryland,24,1066,10,291.0,0.37548387096774194
1356,2020-03-27,Maryland,24,775,5,194.0,0.3339070567986231
1302,2020-03-26,Maryland,24,581,4,158.0,0.3735224586288417
1248,2020-03-25,Maryland,24,423,4,74.0,0.21203438395415475
1194,2020-03-24,Maryland,24,349,4,59.0,0.20344827586206904
1140,2020-03-23,Maryland,24,290,3,45.0,0.18367346938775508
1086,2020-03-22,Maryland,24,245,3,50.0,0.2564102564102564
1032,2020-03-21,Maryland,24,195,3,45.0,0.30000000000000004
978,2020-03-20,Maryland,24,150,2,42.0,0.38888888888888884
924,2020-03-19,Maryland,24,108,1,23.0,0.2705882352941176
870,2020-03-18,Maryland,24,85,1,28.0,0.49122807017543857
